growth_rate,Conductance,Time_s,Temperature ( in C ),Catalyst Layer Thickness ( in nm ),Run_ID,Status_of_Exp,,,,,
4.268,0.000469947,2738,625,2,2,Success,,,,,
4.283,0.000469537,2740,625,2,2,Success,,,,,
4.144,0.000469102,2742,625,2,2,Success,,,,,
4.091,0.000470445,2744,625,2,2,Success,,,,,
3.964,0.000468374,2746,625,2,2,Success,,,,,
3.741,0.000469301,2748,625,2,2,Success,,,,,
4.006,0.000469872,2750,625,2,2,Success,,,,,
4.07,0.000468857,2752,625,2,2,Success,,,,,
4.099,0.00047063,2754,625,2,2,Success,,,,,
5.077,0.000469758,2756,625,2,2,Success,,,,,
4.872,0.000469663,2758,625,2,2,Success,,,,,
3.854,0.000470059,2760,625,2,2,Success,,,,,
3.914,0.000468035,2762,625,2,2,Success,,,,,
4.017,0.000468696,2764,625,2,2,Success,,,,,
4.203,0.000467126,2766,625,2,2,Success,,,,,
4.286,0.000467913,2768,625,2,2,Success,,,,,
4.189,0.000467242,2770,625,2,2,Success,,,,,
4.031,0.000467847,2772,625,2,2,Success,,,,,
3.965,0.000466556,2774,625,2,2,Success,,,,,
3.974,0.000466659,2776,625,2,2,Success,,,,,
4.002,0.000467998,2778,625,2,2,Success,,,,,
4.155,0.000467154,2780,625,2,2,Success,,,,,
4.229,0.000467704,2782,625,2,2,Success,,,,,
4.204,0.000469079,2784,625,2,2,Success,,,,,
4.371,0.000467933,2786,625,2,2,Success,,,,,
4.904,0.000468509,2788,625,2,2,Success,,,,,
4.651,0.000468063,2790,625,2,2,Success,,,,,
4.104,0.000467994,2792,625,2,2,Success,,,,,
4.14,0.000467508,2794,625,2,2,Success,,,,,
4.129,0.000467476,2796,625,2,2,Success,,,,,
4.11,0.000467259,2798,625,2,2,Success,,,,,
4.025,0.000465659,2800,625,2,2,Success,,,,,
4.059,0.000467159,2802,625,2,2,Success,,,,,
4.229,0.000467149,2804,625,2,2,Success,,,,,
4.186,0.000467227,2806,625,2,2,Success,,,,,
3.99,0.000467531,2808,625,2,2,Success,,,,,
3.827,0.000467662,2810,625,2,2,Success,,,,,
4.105,0.000467519,2812,625,2,2,Success,,,,,
4.102,0.000466153,2814,625,2,2,Success,,,,,
4.164,0.000467069,2816,625,2,2,Success,,,,,
3.995,0.000468533,2818,625,2,2,Success,,,,,
4.283,0.000467677,2820,625,2,2,Success,,,,,
4.887,0.000468917,2822,625,2,2,Success,,,,,
4.762,0.000469369,2824,625,2,2,Success,,,,,
3.952,0.000468007,2826,625,2,2,Success,,,,,
4.122,0.000466753,2828,625,2,2,Success,,,,,
4.123,0.000466861,2830,625,2,2,Success,,,,,
4.256,0.000467743,2832,625,2,2,Success,,,,,
4.21,0.000468518,2834,625,2,2,Success,,,,,
4.252,0.000467822,2836,625,2,2,Success,,,,,
4.058,0.000467962,2838,625,2,2,Success,,,,,
3.854,0.000467514,2840,625,2,2,Success,,,,,
3.847,0.000468524,2842,625,2,2,Success,,,,,
3.927,0.000469556,2844,625,2,2,Success,,,,,
3.937,0.000469951,2846,625,2,2,Success,,,,,
4.15,0.000469786,2848,625,2,2,Success,,,,,
4.217,0.000468564,2850,625,2,2,Success,,,,,
4.265,0.000468026,2852,625,2,2,Success,,,,,
4.817,0.000466704,2854,625,2,2,Success,,,,,
4.501,0.000467713,2856,625,2,2,Success,,,,,
3.971,0.000467838,2858,625,2,2,Success,,,,,
4.107,0.000467082,2860,625,2,2,Success,,,,,
4.306,0.000466835,2862,625,2,2,Success,,,,,
4.248,0.000467261,2864,625,2,2,Success,,,,,
4.162,0.000466528,2866,625,2,2,Success,,,,,
3.94,0.000465871,2868,625,2,2,Success,,,,,
3.927,0.00046579,2870,625,2,2,Success,,,,,
3.803,0.000465139,2872,625,2,2,Success,,,,,
3.844,0.000464533,2874,625,2,2,Success,,,,,
4.003,0.000465939,2876,625,2,2,Success,,,,,
4.126,0.000464824,2878,625,2,2,Success,,,,,
4.372,0.000463192,2880,625,2,2,Success,,,,,
4.288,0.000464079,2882,625,2,2,Success,,,,,
4.098,0.000464724,2884,625,2,2,Success,,,,,
4.677,0.000463963,2886,625,2,2,Success,,,,,
4.565,0.000463236,2888,625,2,2,Success,,,,,
4.173,0.000462195,2890,625,2,2,Success,,,,,
4.197,0.00046303,2892,625,2,2,Success,,,,,
4.122,0.000462885,2894,625,2,2,Success,,,,,
4.253,0.000463517,2896,625,2,2,Success,,,,,
4.171,0.000465361,2898,625,2,2,Success,,,,,
4.1,0.000466429,2900,625,2,2,Success,,,,,
3.995,0.000464577,2902,625,2,2,Success,,,,,
3.922,0.000463664,2904,625,2,2,Success,,,,,
3.956,0.000464675,2906,625,2,2,Success,,,,,
3.949,0.000464196,2908,625,2,2,Success,,,,,
4.079,0.000464369,2910,625,2,2,Success,,,,,
4.15,0.000463442,2912,625,2,2,Success,,,,,
4.077,0.000463191,2914,625,2,2,Success,,,,,
4.114,0.000461117,2916,625,2,2,Success,,,,,
4.033,0.000462534,2918,625,2,2,Success,,,,,
4.76,0.00046188,2920,625,2,2,Success,,,,,
4.841,0.000461671,2922,625,2,2,Success,,,,,
4.019,0.000461309,2924,625,2,2,Success,,,,,
3.982,0.000463319,2926,625,2,2,Success,,,,,
3.998,0.000462726,2928,625,2,2,Success,,,,,
3.91,0.000464002,2930,625,2,2,Success,,,,,
3.983,0.000464334,2932,625,2,2,Success,,,,,
4.025,0.000464083,2934,625,2,2,Success,,,,,
3.896,0.000463999,2936,625,2,2,Success,,,,,
3.928,0.000463313,2938,625,2,2,Success,,,,,
4.052,0.000461231,2940,625,2,2,Success,,,,,
3.961,0.000460396,2942,625,2,2,Success,,,,,
3.977,0.000460105,2944,625,2,2,Success,,,,,
4.116,0.000460042,2946,625,2,2,Success,,,,,
4,0.000461244,2948,625,2,2,Success,,,,,
3.909,0.000459748,2950,625,2,2,Success,,,,,
4.904,0.000460058,2952,625,2,2,Success,,,,,
5.081,0.000457732,2954,625,2,2,Success,,,,,
4.179,0.000457811,2956,625,2,2,Success,,,,,
4.102,0.000456284,2958,625,2,2,Success,,,,,
4.026,0.000456562,2960,625,2,2,Success,,,,,
3.917,0.000458181,2962,625,2,2,Success,,,,,
3.994,0.000458225,2964,625,2,2,Success,,,,,
4.161,0.000458476,2966,625,2,2,Success,,,,,
4.259,0.000457986,2968,625,2,2,Success,,,,,
4.168,0.000457012,2970,625,2,2,Success,,,,,
4.137,0.000457268,2972,625,2,2,Success,,,,,
4.069,0.000457749,2974,625,2,2,Success,,,,,
3.995,0.000457651,2976,625,2,2,Success,,,,,
3.92,0.000457825,2978,625,2,2,Success,,,,,
4.075,0.000456795,2980,625,2,2,Success,,,,,
3.934,0.000456622,2982,625,2,2,Success,,,,,
4.946,0.000456779,2984,625,2,2,Success,,,,,
4.856,0.000458719,2986,625,2,2,Success,,,,,
4.068,0.000459434,2988,625,2,2,Success,,,,,
3.679,0.000459607,2990,625,2,2,Success,,,,,
3.831,0.00045868,2992,625,2,2,Success,,,,,
3.852,0.000458422,2994,625,2,2,Success,,,,,
3.902,0.000458856,2996,625,2,2,Success,,,,,
4.096,0.000459643,2998,625,2,2,Success,,,,,
4.127,0.000457828,3000,625,2,2,Success,,,,,
4.293,0.000459189,3002,625,2,2,Success,,,,,
4.198,0.000458331,3004,625,2,2,Success,,,,,
3.951,0.000457645,3006,625,2,2,Success,,,,,
3.942,0.000457104,3008,625,2,2,Success,,,,,
3.799,0.000457357,3010,625,2,2,Success,,,,,
3.888,0.000457456,3012,625,2,2,Success,,,,,
3.95,0.000457392,3014,625,2,2,Success,,,,,
3.991,0.000457929,3016,625,2,2,Success,,,,,
4.802,0.000456894,3018,625,2,2,Success,,,,,
4.75,0.000456104,3020,625,2,2,Success,,,,,
4.11,0.000455548,3022,625,2,2,Success,,,,,
4.048,0.000456424,3024,625,2,2,Success,,,,,
4.146,0.000457425,3026,625,2,2,Success,,,,,
4.104,0.000456959,3028,625,2,2,Success,,,,,
4.14,0.000455985,3030,625,2,2,Success,,,,,
4.069,0.000455175,3032,625,2,2,Success,,,,,
3.899,0.000456917,3034,625,2,2,Success,,,,,
4.035,0.000456755,3036,625,2,2,Success,,,,,
4.079,0.000457255,3038,625,2,2,Success,,,,,
4.338,0.00045955,3040,625,2,2,Success,,,,,
4.206,0.000458746,3042,625,2,2,Success,,,,,
4.105,0.000459506,3044,625,2,2,Success,,,,,
3.971,0.000459635,3046,625,2,2,Success,,,,,
4.141,0.000457682,3048,625,2,2,Success,,,,,
4.755,0.000456913,3050,625,2,2,Success,,,,,
4.914,0.000457076,3052,625,2,2,Success,,,,,
4.131,0.00045678,3054,625,2,2,Success,,,,,
4.111,0.000457105,3056,625,2,2,Success,,,,,
4.007,0.000457474,3058,625,2,2,Success,,,,,
3.763,0.000455795,3060,625,2,2,Success,,,,,
3.934,0.000455045,3062,625,2,2,Success,,,,,
4.059,0.000457851,3064,625,2,2,Success,,,,,
4.154,0.00045754,3066,625,2,2,Success,,,,,
4.213,0.000457383,3068,625,2,2,Success,,,,,
4.194,0.000458051,3070,625,2,2,Success,,,,,
4.037,0.000456865,3072,625,2,2,Success,,,,,
3.967,0.000455629,3074,625,2,2,Success,,,,,
3.978,0.000455692,3076,625,2,2,Success,,,,,
3.776,0.000454155,3078,625,2,2,Success,,,,,
3.882,0.00045351,3080,625,2,2,Success,,,,,
4.803,0.000455569,3082,625,2,2,Success,,,,,
5.079,0.000454256,3084,625,2,2,Success,,,,,
4.674,0.000454991,3086,625,2,2,Success,,,,,
3.778,0.000453634,3088,625,2,2,Success,,,,,
3.819,0.000453669,3090,625,2,2,Success,,,,,
4.01,0.000453213,3092,625,2,2,Success,,,,,
4.241,0.000452822,3094,625,2,2,Success,,,,,
4.323,0.000453331,3096,625,2,2,Success,,,,,
4.188,0.000453487,3098,625,2,2,Success,,,,,
4.049,0.000454445,3100,625,2,2,Success,,,,,
3.782,0.000454296,3102,625,2,2,Success,,,,,
3.571,0.000453409,3104,625,2,2,Success,,,,,
3.779,0.000453201,3106,625,2,2,Success,,,,,
4.164,0.000452685,3108,625,2,2,Success,,,,,
4.366,0.00045269,3110,625,2,2,Success,,,,,
4.078,0.000452099,3112,625,2,2,Success,,,,,
4.894,0.000451258,3114,625,2,2,Success,,,,,
4.459,0.000452641,3116,625,2,2,Success,,,,,
3.832,0.000450735,3118,625,2,2,Success,,,,,
4.081,0.000452544,3120,625,2,2,Success,,,,,
4.187,0.000452322,3122,625,2,2,Success,,,,,
4.082,0.000451593,3124,625,2,2,Success,,,,,
4.128,0.000453949,3126,625,2,2,Success,,,,,
3.987,0.000451781,3128,625,2,2,Success,,,,,
4.088,0.000451566,3130,625,2,2,Success,,,,,
4.06,0.0004517,3132,625,2,2,Success,,,,,
3.697,0.000452627,3134,625,2,2,Success,,,,,
3.893,0.000450902,3136,625,2,2,Success,,,,,
4.084,0.00045034,3138,625,2,2,Success,,,,,
4.203,0.000450972,3140,625,2,2,Success,,,,,
4.072,0.000451799,3142,625,2,2,Success,,,,,
4.091,0.000452669,3144,625,2,2,Success,,,,,
4.821,0.000453813,3146,625,2,2,Success,,,,,
4.619,0.00045304,3148,625,2,2,Success,,,,,
3.749,0.000452718,3150,625,2,2,Success,,,,,
4.055,0.000453786,3152,625,2,2,Success,,,,,
3.976,0.00045369,3154,625,2,2,Success,,,,,
4.062,0.000453619,3156,625,2,2,Success,,,,,
4.049,0.000451922,3158,625,2,2,Success,,,,,
4.086,0.000450899,3160,625,2,2,Success,,,,,
4.054,0.000453214,3162,625,2,2,Success,,,,,
4.075,0.000451684,3164,625,2,2,Success,,,,,
4.039,0.000451447,3166,625,2,2,Success,,,,,
3.875,0.000453543,3168,625,2,2,Success,,,,,
3.914,0.00045154,3170,625,2,2,Success,,,,,
4.1,0.000450854,3172,625,2,2,Success,,,,,
4.278,0.000453336,3174,625,2,2,Success,,,,,
4.332,0.000452739,3176,625,2,2,Success,,,,,
4.158,0.000452557,3178,625,2,2,Success,,,,,
4.641,0.000452517,3180,625,2,2,Success,,,,,
4.594,0.000452291,3182,625,2,2,Success,,,,,
4.192,0.000453701,3184,625,2,2,Success,,,,,
4.135,0.000452557,3186,625,2,2,Success,,,,,
4.233,0.000453187,3188,625,2,2,Success,,,,,
4.084,0.000453367,3190,625,2,2,Success,,,,,
4.065,0.000452901,3192,625,2,2,Success,,,,,
3.887,0.000452477,3194,625,2,2,Success,,,,,
3.757,0.000453243,3196,625,2,2,Success,,,,,
3.725,0.000453095,3198,625,2,2,Success,,,,,
4.035,0.000452824,3200,625,2,2,Success,,,,,
4.164,0.000452597,3202,625,2,2,Success,,,,,
4.142,0.000452184,3204,625,2,2,Success,,,,,
4.134,0.00045393,3206,625,2,2,Success,,,,,
4.049,0.000453767,3208,625,2,2,Success,,,,,
3.935,0.000454157,3210,625,2,2,Success,,,,,
4.325,0.000452917,3212,625,2,2,Success,,,,,
4.91,0.000452792,3214,625,2,2,Success,,,,,
4.328,0.00045284,3216,625,2,2,Success,,,,,
4.399,0.000452534,3218,625,2,2,Success,,,,,
3.852,0.000452171,3220,625,2,2,Success,,,,,
3.766,0.000451759,3222,625,2,2,Success,,,,,
3.61,0.000452407,3224,625,2,2,Success,,,,,
3.513,0.000451208,3226,625,2,2,Success,,,,,
3.845,0.000450134,3228,625,2,2,Success,,,,,
4.233,0.000450748,3230,625,2,2,Success,,,,,
4.29,0.000451568,3232,625,2,2,Success,,,,,
4.193,0.000453685,3234,625,2,2,Success,,,,,
3.99,0.000454133,3236,625,2,2,Success,,,,,
3.913,0.000453992,3238,625,2,2,Success,,,,,
3.665,0.000452076,3240,625,2,2,Success,,,,,
3.406,0.000452493,3242,625,2,2,Success,,,,,
4.668,0.000451304,3244,625,2,2,Success,,,,,
5.137,0.000452074,3246,625,2,2,Success,,,,,
4.133,0.000452561,3248,625,2,2,Success,,,,,
0,0.00045113,3250,625,2,2,Success,,,,,
4.38,0.00054397,200,625,2,3,Success,,,,,
4.456,0.000544872,202,625,2,3,Success,,,,,
4.464,0.000548702,204,625,2,3,Success,,,,,
4.489,0.000549606,206,625,2,3,Success,,,,,
4.437,0.000552947,208,625,2,3,Success,,,,,
4.443,0.00055339,210,625,2,3,Success,,,,,
4.424,0.000553439,212,625,2,3,Success,,,,,
4.446,0.000557055,214,625,2,3,Success,,,,,
4.474,0.000557272,216,625,2,3,Success,,,,,
4.503,0.000558773,218,625,2,3,Success,,,,,
5.115,0.000562406,220,625,2,3,Success,,,,,
5.131,0.000563221,222,625,2,3,Success,,,,,
4.491,0.000566419,224,625,2,3,Success,,,,,
4.461,0.000569025,226,625,2,3,Success,,,,,
4.433,0.000569593,228,625,2,3,Success,,,,,
4.354,0.000569117,230,625,2,3,Success,,,,,
4.405,0.000569553,232,625,2,3,Success,,,,,
4.422,0.000567513,234,625,2,3,Success,,,,,
4.454,0.000570124,236,625,2,3,Success,,,,,
4.471,0.000573596,238,625,2,3,Success,,,,,
4.435,0.000573475,240,625,2,3,Success,,,,,
4.342,0.000573887,242,625,2,3,Success,,,,,
4.331,0.000575174,244,625,2,3,Success,,,,,
4.394,0.000575134,246,625,2,3,Success,,,,,
4.486,0.000574755,248,625,2,3,Success,,,,,
4.469,0.000577485,250,625,2,3,Success,,,,,
4.428,0.000578087,252,625,2,3,Success,,,,,
5.027,0.000577925,254,625,2,3,Success,,,,,
5.111,0.00057785,256,625,2,3,Success,,,,,
4.484,0.000578617,258,625,2,3,Success,,,,,
4.39,0.000582042,260,625,2,3,Success,,,,,
4.352,0.000583563,262,625,2,3,Success,,,,,
4.287,0.000584662,264,625,2,3,Success,,,,,
4.375,0.000587564,266,625,2,3,Success,,,,,
4.456,0.000587157,268,625,2,3,Success,,,,,
4.478,0.000586885,270,625,2,3,Success,,,,,
4.378,0.000589225,272,625,2,3,Success,,,,,
4.297,0.000589532,274,625,2,3,Success,,,,,
4.333,0.000588462,276,625,2,3,Success,,,,,
4.419,0.000588246,278,625,2,3,Success,,,,,
4.48,0.000589572,280,625,2,3,Success,,,,,
4.396,0.000590671,282,625,2,3,Success,,,,,
4.334,0.000593274,284,625,2,3,Success,,,,,
4.974,0.000593574,286,625,2,3,Success,,,,,
5.151,0.000592629,288,625,2,3,Success,,,,,
4.362,0.000593514,290,625,2,3,Success,,,,,
4.227,0.000592602,292,625,2,3,Success,,,,,
4.283,0.000593882,294,625,2,3,Success,,,,,
4.378,0.000595923,296,625,2,3,Success,,,,,
4.479,0.000599101,298,625,2,3,Success,,,,,
4.386,0.00059869,300,625,2,3,Success,,,,,
4.286,0.000600977,302,625,2,3,Success,,,,,
4.259,0.000598881,304,625,2,3,Success,,,,,
4.326,0.000601554,306,625,2,3,Success,,,,,
4.43,0.000600267,308,625,2,3,Success,,,,,
4.444,0.000603428,310,625,2,3,Success,,,,,
4.333,0.00060219,312,625,2,3,Success,,,,,
4.208,0.000603407,314,625,2,3,Success,,,,,
4.292,0.000604267,316,625,2,3,Success,,,,,
5.14,0.000603347,318,625,2,3,Success,,,,,
4.972,0.000603364,320,625,2,3,Success,,,,,
4.249,0.000606066,322,625,2,3,Success,,,,,
4.346,0.000606124,324,625,2,3,Success,,,,,
4.424,0.000604861,326,625,2,3,Success,,,,,
4.355,0.000603944,328,625,2,3,Success,,,,,
4.267,0.000606522,330,625,2,3,Success,,,,,
4.281,0.00060604,332,625,2,3,Success,,,,,
4.343,0.000609178,334,625,2,3,Success,,,,,
4.372,0.000607724,336,625,2,3,Success,,,,,
4.346,0.000608428,338,625,2,3,Success,,,,,
4.3,0.000608612,340,625,2,3,Success,,,,,
4.275,0.000609497,342,625,2,3,Success,,,,,
4.302,0.000609711,344,625,2,3,Success,,,,,
4.369,0.00060955,346,625,2,3,Success,,,,,
4.342,0.000609229,348,625,2,3,Success,,,,,
4.293,0.000608103,350,625,2,3,Success,,,,,
4.958,0.000608208,352,625,2,3,Success,,,,,
5.064,0.000610837,354,625,2,3,Success,,,,,
4.198,0.000609979,356,625,2,3,Success,,,,,
4.276,0.000611546,358,625,2,3,Success,,,,,
4.35,0.000611357,360,625,2,3,Success,,,,,
4.363,0.000610673,362,625,2,3,Success,,,,,
4.22,0.000610152,364,625,2,3,Success,,,,,
4.203,0.000611796,366,625,2,3,Success,,,,,
4.283,0.000613401,368,625,2,3,Success,,,,,
4.411,0.000615028,370,625,2,3,Success,,,,,
4.343,0.00061348,372,625,2,3,Success,,,,,
4.147,0.00061936,374,625,2,3,Success,,,,,
4.141,0.000614852,376,625,2,3,Success,,,,,
4.341,0.000615727,378,625,2,3,Success,,,,,
4.417,0.000614096,380,625,2,3,Success,,,,,
4.349,0.000614383,382,625,2,3,Success,,,,,
4.752,0.000615291,384,625,2,3,Success,,,,,
5.079,0.000614307,386,625,2,3,Success,,,,,
4.364,0.000615864,388,625,2,3,Success,,,,,
4.061,0.000614323,390,625,2,3,Success,,,,,
3.91,0.00061648,392,625,2,3,Success,,,,,
4.284,0.00061509,394,625,2,3,Success,,,,,
4.536,0.000615211,396,625,2,3,Success,,,,,
4.458,0.000614792,398,625,2,3,Success,,,,,
4.094,0.000614771,400,625,2,3,Success,,,,,
3.65,0.000615664,402,625,2,3,Success,,,,,
4.191,0.000614383,404,625,2,3,Success,,,,,
4.596,0.000614464,406,625,2,3,Success,,,,,
4.497,0.000614825,408,625,2,3,Success,,,,,
4.044,0.000615625,410,625,2,3,Success,,,,,
3.651,0.000614067,412,625,2,3,Success,,,,,
4.204,0.000613727,414,625,2,3,Success,,,,,
4.61,0.000612874,416,625,2,3,Success,,,,,
4.938,0.00061575,418,625,2,3,Success,,,,,
4.707,0.000615465,420,625,2,3,Success,,,,,
4.627,0.000616011,422,625,2,3,Success,,,,,
4.497,0.000616707,424,625,2,3,Success,,,,,
3.858,0.000618815,426,625,2,3,Success,,,,,
3.57,0.000618697,428,625,2,3,Success,,,,,
4.304,0.000614608,430,625,2,3,Success,,,,,
4.655,0.000611574,432,625,2,3,Success,,,,,
4.47,0.000613383,434,625,2,3,Success,,,,,
3.761,0.000615371,436,625,2,3,Success,,,,,
3.577,0.00061351,438,625,2,3,Success,,,,,
4.359,0.000618537,440,625,2,3,Success,,,,,
4.705,0.000614621,442,625,2,3,Success,,,,,
4.423,0.000613358,444,625,2,3,Success,,,,,
3.625,0.000613446,446,625,2,3,Success,,,,,
3.649,0.000614589,448,625,2,3,Success,,,,,
5.276,0.000611537,450,625,2,3,Success,,,,,
4.769,0.000612769,452,625,2,3,Success,,,,,
3.826,0.000612551,454,625,2,3,Success,,,,,
4.553,0.000612366,456,625,2,3,Success,,,,,
4.686,0.000609234,458,625,2,3,Success,,,,,
4.275,0.000610287,460,625,2,3,Success,,,,,
3.551,0.000611118,462,625,2,3,Success,,,,,
4.005,0.000610822,464,625,2,3,Success,,,,,
4.66,0.000612522,466,625,2,3,Success,,,,,
4.623,0.000612753,468,625,2,3,Success,,,,,
4.026,0.000615833,470,625,2,3,Success,,,,,
3.413,0.000613548,472,625,2,3,Success,,,,,
4.244,0.000613563,474,625,2,3,Success,,,,,
4.734,0.00061422,476,625,2,3,Success,,,,,
4.535,0.000615442,478,625,2,3,Success,,,,,
3.827,0.000615383,480,625,2,3,Success,,,,,
4.744,0.000614812,482,625,2,3,Success,,,,,
5.262,0.000615091,484,625,2,3,Success,,,,,
3.636,0.000614458,486,625,2,3,Success,,,,,
3.761,0.000614858,488,625,2,3,Success,,,,,
4.546,0.000614529,490,625,2,3,Success,,,,,
4.667,0.000613548,492,625,2,3,Success,,,,,
4.214,0.000610887,494,625,2,3,Success,,,,,
3.544,0.000611314,496,625,2,3,Success,,,,,
4.047,0.000610543,498,625,2,3,Success,,,,,
4.629,0.000610679,500,625,2,3,Success,,,,,
4.606,0.000610776,502,625,2,3,Success,,,,,
4.051,0.000610144,504,625,2,3,Success,,,,,
3.592,0.000610836,506,625,2,3,Success,,,,,
4.31,0.000611487,508,625,2,3,Success,,,,,
4.715,0.000611224,510,625,2,3,Success,,,,,
4.498,0.000612753,512,625,2,3,Success,,,,,
3.778,0.00061025,514,625,2,3,Success,,,,,
4.816,0.000612276,516,625,2,3,Success,,,,,
5.283,0.0006106,518,625,2,3,Success,,,,,
3.601,0.000611163,520,625,2,3,Success,,,,,
3.837,0.000610361,522,625,2,3,Success,,,,,
4.565,0.000610841,524,625,2,3,Success,,,,,
4.684,0.000610583,526,625,2,3,Success,,,,,
4.258,0.000611146,528,625,2,3,Success,,,,,
3.547,0.00061011,530,625,2,3,Success,,,,,
4.015,0.000610357,532,625,2,3,Success,,,,,
4.675,0.000609871,534,625,2,3,Success,,,,,
4.67,0.000610042,536,625,2,3,Success,,,,,
4.026,0.000611175,538,625,2,3,Success,,,,,
3.363,0.000611272,540,625,2,3,Success,,,,,
4.286,0.000609029,542,625,2,3,Success,,,,,
4.733,0.000606823,544,625,2,3,Success,,,,,
4.479,0.000607554,546,625,2,3,Success,,,,,
4.398,0.000607068,548,625,2,3,Success,,,,,
5.322,0.000607954,550,625,2,3,Success,,,,,
4.417,0.00060762,552,625,2,3,Success,,,,,
3.6,0.000605229,554,625,2,3,Success,,,,,
3.798,0.000604213,556,625,2,3,Success,,,,,
4.604,0.000604228,558,625,2,3,Success,,,,,
4.744,0.000605034,560,625,2,3,Success,,,,,
4.268,0.000604498,562,625,2,3,Success,,,,,
3.48,0.000603898,564,625,2,3,Success,,,,,
4.06,0.000603181,566,625,2,3,Success,,,,,
4.699,0.000603083,568,625,2,3,Success,,,,,
4.672,0.000602148,570,625,2,3,Success,,,,,
4.015,0.000601448,572,625,2,3,Success,,,,,
3.6,0.000600231,574,625,2,3,Success,,,,,
4.372,0.000601748,576,625,2,3,Success,,,,,
4.724,0.000600834,578,625,2,3,Success,,,,,
4.841,0.000600131,580,625,2,3,Success,,,,,
4.985,0.000601221,582,625,2,3,Success,,,,,
4.743,0.000601318,584,625,2,3,Success,,,,,
4.248,0.000600191,586,625,2,3,Success,,,,,
3.448,0.000600124,588,625,2,3,Success,,,,,
4.029,0.000599949,590,625,2,3,Success,,,,,
4.704,0.000600753,592,625,2,3,Success,,,,,
4.727,0.000598416,594,625,2,3,Success,,,,,
4.118,0.000598344,596,625,2,3,Success,,,,,
3.251,0.000598279,598,625,2,3,Success,,,,,
4.231,0.00059703,600,625,2,3,Success,,,,,
4.787,0.000597034,602,625,2,3,Success,,,,,
4.616,0.000597869,604,625,2,3,Success,,,,,
3.774,0.000598783,606,625,2,3,Success,,,,,
3.572,0.000597199,608,625,2,3,Success,,,,,
4.427,0.000594829,610,625,2,3,Success,,,,,
4.819,0.000596394,612,625,2,3,Success,,,,,
4.813,0.00059447,614,625,2,3,Success,,,,,
4.968,0.000595674,616,625,2,3,Success,,,,,
4.752,0.000593379,618,625,2,3,Success,,,,,
4.314,0.000592422,620,625,2,3,Success,,,,,
3.421,0.000591809,622,625,2,3,Success,,,,,
4.05,0.000592081,624,625,2,3,Success,,,,,
4.708,0.000591488,626,625,2,3,Success,,,,,
4.707,0.000592637,628,625,2,3,Success,,,,,
4.098,0.000592461,630,625,2,3,Success,,,,,
3.286,0.00059036,632,625,2,3,Success,,,,,
4.218,0.000589463,634,625,2,3,Success,,,,,
4.791,0.000590146,636,625,2,3,Success,,,,,
4.652,0.000589481,638,625,2,3,Success,,,,,
3.973,0.00058845,640,625,2,3,Success,,,,,
3.308,0.000588132,642,625,2,3,Success,,,,,
4.333,0.000587487,644,625,2,3,Success,,,,,
5.395,0.000586737,646,625,2,3,Success,,,,,
4.423,0.000586335,648,625,2,3,Success,,,,,
4.414,0.000585007,650,625,2,3,Success,,,,,
4.816,0.000585344,652,625,2,3,Success,,,,,
4.546,0.00058688,654,625,2,3,Success,,,,,
3.654,0.000587733,656,625,2,3,Success,,,,,
3.637,0.000586568,658,625,2,3,Success,,,,,
4.529,0.000586812,660,625,2,3,Success,,,,,
4.826,0.000584551,662,625,2,3,Success,,,,,
4.493,0.000584414,664,625,2,3,Success,,,,,
3.503,0.000586297,666,625,2,3,Success,,,,,
3.722,0.000586763,668,625,2,3,Success,,,,,
4.559,0.000583824,670,625,2,3,Success,,,,,
4.783,0.000585662,672,625,2,3,Success,,,,,
4.465,0.00058395,674,625,2,3,Success,,,,,
3.63,0.000583476,676,625,2,3,Success,,,,,
4.88,0.000583196,678,625,2,3,Success,,,,,
5.362,0.000581064,680,625,2,3,Success,,,,,
3.884,0.00058104,682,625,2,3,Success,,,,,
3.54,0.000580493,684,625,2,3,Success,,,,,
4.441,0.000581587,686,625,2,3,Success,,,,,
4.819,0.000580013,688,625,2,3,Success,,,,,
4.559,0.000581583,690,625,2,3,Success,,,,,
3.751,0.000579656,692,625,2,3,Success,,,,,
3.631,0.000579825,694,625,2,3,Success,,,,,
4.519,0.000578447,696,625,2,3,Success,,,,,
4.783,0.000579532,698,625,2,3,Success,,,,,
4.56,0.000578079,700,625,2,3,Success,,,,,
3.835,0.0005785,702,625,2,3,Success,,,,,
3.557,0.000577388,704,625,2,3,Success,,,,,
4.38,0.000574644,706,625,2,3,Success,,,,,
4.758,0.000574007,708,625,2,3,Success,,,,,
4.677,0.000574517,710,625,2,3,Success,,,,,
4.433,0.000576419,712,625,2,3,Success,,,,,
5.286,0.000577192,714,625,2,3,Success,,,,,
4.657,0.000575011,716,625,2,3,Success,,,,,
4.029,0.000572915,718,625,2,3,Success,,,,,
3.559,0.000572465,720,625,2,3,Success,,,,,
4.241,0.000573061,722,625,2,3,Success,,,,,
4.71,0.000572546,724,625,2,3,Success,,,,,
4.759,0.000572635,726,625,2,3,Success,,,,,
4.274,0.000572364,728,625,2,3,Success,,,,,
3.562,0.000571778,730,625,2,3,Success,,,,,
4.021,0.000570453,732,625,2,3,Success,,,,,
4.663,0.000570325,734,625,2,3,Success,,,,,
4.794,0.00056922,736,625,2,3,Success,,,,,
